Reservation_No,DateMade_Short,Arrive_Date_Short,Nights,TotalRate,Room Type,Room,City,State,Zip Code,Rate_Type
573,18/08/2016,11/9/2016,12,753,King,204,Bellevue,,98004,Expedia
576,18/08/2016,18/08/2016,1,63,King,202,,,,Best Available Rate
578,19/08/2016,27/08/2016,1,78,Double ,208,PALM BAY,FL,32909-2340,Best Available Rate
579,19/08/2016,19/08/2016,1,66,Double ,104,,,,Best Available Rate
581,19/08/2016,21/08/2016,7,517,Double ,206,Panama CIty,,32401,Booking.com
3023,24/02/2017,24/02/2017,2,230,Double ,101,Stuart,,34994,Booking.com
584,19/08/2016,26/08/2016,2,129,King,204,Bellevue,,98004,Expedia
585,19/08/2016,19/08/2016,2,148,Double ,210,Tampa,Fl,33629,Best Available Rate
586,19/08/2016,20/08/2016,1,59,King,103,Bellevue,,98004,Expedia
587,19/08/2016,19/08/2016,1,77,King,107,Hernando,,34442,Booking.com
590,19/08/2016,19/08/2016,1,0,King,202,Bellevue,WA,98004,Best Available Rate
591,19/08/2016,19/08/2016,1,77,Double ,209,Brandon,,,Booking.com
592,19/08/2016,19/08/2016,1,77,Premier King,105,Jasper Fl,,,Booking.com
593,19/08/2016,20/08/2016,2,154,King,107,Växjö,,,Booking.com
594,20/08/2016,20/08/2016,1,76,King,202,,,,Best Available Rate
595,20/08/2016,20/08/2016,1,68,Double ,109,,,,Best Available Rate
596,20/08/2016,20/08/2016,1,68,Double ,208,,,,Best Available Rate
599,20/08/2016,6/2/2017,1,79.5,Double ,210,Sherman Oaks,CA,91423,Expedia
649,24/08/2016,25/08/2016,3,213,Double ,104,South windsor,,,Best Available Rate
697,27/08/2016,28/08/2016,1,39.5,Premier King,105,Bellevue,,98004,Best Available Rate
674,25/08/2016,26/08/2016,2,156,Double ,209,Tulcea,,820190,Best Available Rate
606,21/08/2016,26/08/2016,2,172,King,207,kissimee fl,,34759,Booking.com
607,21/08/2016,20/08/2016,1,74,King,204,,,,Best Available Rate
609,21/08/2016,21/08/2016,1,55,King,103,Bellevue,,98004,Expedia
610,21/08/2016,21/08/2016,1,72,King,202,,,,Best Available Rate
614,21/08/2016,9/1/2017,1,79,King,107,Southwick,MA,1077,Best Available Rate
615,22/08/2016,22/08/2016,1,55,Double ,209,Palm Harbor,FL,34683,Expedia
616,22/08/2016,4/9/2016,1,84,Double ,108,Bradenton,FL,34209,Best Available Rate
617,22/08/2016,22/08/2016,1,82,Sweetheart King,102,West Palm Beach,FL,33414,Best Available Rate
622,22/08/2016,23/08/2016,3,213,Double ,210,Wellington,FL,33449,Best Available Rate
620,22/08/2016,22/08/2016,1,55,King,103,Tampa,FL,33611,Expedia
883,12/9/2016,12/9/2016,1,75,Double ,104,Bellevue,,98004,Expedia
623,22/08/2016,22/08/2016,1,71,Double ,109,Weirsdale,FL,32195,Best Available Rate
1150,3/10/2016,17/10/2016,2,156,Double ,209,Spring Hill,FL,34609,Best Available Rate
628,23/08/2016,24/08/2016,4,239,King,202,Bellevue,,98004,Expedia
631,23/08/2016,9/12/2016,2,178,Upscale King,211,,,,Best Available Rate
632,23/08/2016,23/08/2016,1,55,King,103,Tampa,FL,33611,Expedia
634,23/08/2016,21/10/2016,2,224,Double ,208,,,,Best Available Rate
636,23/08/2016,23/08/2016,1,55,King,204,Stilwell,KS,66085,Expedia
638,23/08/2016,7/9/2016,0,57,King,201,Bellevue,,98004,Expedia
640,23/08/2016,30/11/2016,2,206,Double ,206,,,,Best Available Rate
641,23/08/2016,26/08/2016,1,94,Upscale King,112,,,,Best Available Rate
642,23/08/2016,24/08/2016,1,82,Sweetheart King,102,,,,Best Available Rate
644,24/08/2016,4/9/2016,1,84,Double ,104,,,,Best Available Rate
645,24/08/2016,24/08/2016,5,381,Double ,108,Tampa,,33606,Booking.com
647,24/08/2016,24/08/2016,1,75,Premier King,110,plantation,,33324,Booking.com
650,24/08/2016,31/08/2016,2,182,Upscale Jacuzzi King,111,Birmingham,Al,35213,Best Available Rate
652,24/08/2016,10/10/2016,4,336,King,103,Bellevue,,98004,Expedia
653,24/08/2016,10/10/2016,4,336,Double ,209,Bellevue,,98004,Expedia
654,24/08/2016,10/10/2016,4,336,King,202,Bellevue,,98004,Expedia
655,24/08/2016,10/10/2016,4,336,King,107,Bellevue,,98004,Expedia
664,24/08/2016,23/09/2016,2,130.5,Double ,104,Bellevue,,98004,Expedia
665,24/08/2016,24/08/2016,1,55,King,107,Bellevue,,98004,Expedia
667,24/08/2016,29/09/2016,3,187.5,Double ,104,Bellevue,,98004,Expedia
668,24/08/2016,26/08/2016,1,64.5,King,103,Bellevue,,98004,Expedia
669,24/08/2016,27/08/2016,1,88,Premier King,110,,,,Best Available Rate
670,24/08/2016,5/1/2017,3,252,Double ,208,Bellevue,,98004,Expedia
673,25/08/2016,27/08/2016,1,64.5,King,107,Bellevue,,98004,Expedia
5259,10/8/2017,13/10/2017,10,1140,Upscale King,112,Lebanon,TN,37087,Best Available Rate
676,25/08/2016,10/9/2016,1,65.25,Double ,101,Bellevue,,98004,Expedia
679,26/08/2016,26/08/2016,1,81,Double ,101,Gainesville,,32607,Booking.com
680,26/08/2016,27/08/2016,1,83,Upscale King,112,,,,Best Available Rate
681,26/08/2016,25/09/2016,4,246,Premier King,105,Bellevue,,98004,Expedia
682,26/08/2016,26/08/2016,5,345,King,212,Tampa,Fl,33606,Best Available Rate
4646,24/06/2017,30/06/2017,3,0,Double ,209,Bradington,FL,34207,Best Available Rate
691,27/08/2016,8/10/2016,6,511.5,King,201,Bellevue,,98004,Expedia
694,27/08/2016,8/1/2017,2,520,Double ,106,davenport,,33837,Booking.com
698,28/08/2016,10/2/2017,2,372,King,203,Rochester,,ME1 2LG,Booking.com
705,28/08/2016,28/08/2016,6,354,Double ,209,Maxton,NC,28364,Best Available Rate
706,28/08/2016,25/09/2016,1,61.5,Double ,209,Bellevue,,98004,Expedia
708,28/08/2016,3/9/2016,2,178,Double ,208,Ponte Vedra,FL,32081,Best Available Rate
709,29/08/2016,23/09/2016,2,204,Upscale Jacuzzi King,111,Wiehl,NRW,51674,Best Available Rate
711,29/08/2016,19/10/2016,3,267,King,201,Cadiz,KY,42211,Best Available Rate
712,29/08/2016,29/08/2016,1,69,King,103,,,,Best Available Rate
7357,1/2/2018,3/2/2018,1,98,Premier King,110,Brandon,FL,33511,Best Available Rate
718,29/08/2016,29/08/2016,2,107.1,Double ,206,Naugatuck,CT,6770,Best Available Rate
720,29/08/2016,30/08/2016,1,77,Double ,108,Clearwater,FL,,Booking.com
721,29/08/2016,30/09/2016,3,210,Double ,109,Bellevue,,98004,Expedia
723,30/08/2016,14/02/2017,1,106,Double ,109,Melbourne,,3184,Booking.com
725,30/08/2016,10/10/2016,5,427.5,Premier King,105,Bellevue,,98004,Expedia
2855,15/02/2017,16/02/2017,1,98,Double ,210,Chesterfield,MO,63005,Best Available Rate
727,31/08/2016,3/9/2016,1,89,King,107,,,,Best Available Rate
729,31/08/2016,31/08/2016,1,69,King,103,Littleton,CO,80127,Best Available Rate
746,1/9/2016,1/9/2016,1,64,Double ,108,,,,Best Available Rate
738,31/08/2016,5/9/2016,1,77,King,204,Charlotte,NC,28269,Booking.com
739,1/9/2016,22/09/2016,4,252,Double ,206,Bellevue,,98004,Expedia
740,1/9/2016,24/11/2016,1,98,Upscale King,112,Columbia,SC,29205,Best Available Rate
742,1/9/2016,20/09/2016,1,79,Upscale Jacuzzi King,111,Houston,TX,77098,Best Available Rate
743,1/9/2016,3/10/2016,3,234,Premier King,110,Greenacres,FL,33463,Best Available Rate
745,1/9/2016,1/9/2016,2,138,Double ,109,Tampa,FL,33607,Best Available Rate
751,2/9/2016,5/9/2016,2,114,Double ,210,Jacksonville,FL,32224,Expedia
754,2/9/2016,10/9/2016,3,247,Sweetheart King,102,Coral Gables,FL,33134,Best Available Rate
755,2/9/2016,6/1/2017,3,361,King,207,Rio de Janeiro,,21815210,Booking.com
756,3/9/2016,2/9/2016,1,60,Premier King,105,,,,Best Available Rate
757,3/9/2016,2/9/2016,1,41,Double ,104,Bellevue,,98004,Expedia
758,3/9/2016,2/9/2016,1,60,King,204,,,,Best Available Rate
760,3/9/2016,3/9/2016,1,44,King,103,Bellevue,,98004,Expedia
761,3/9/2016,8/9/2016,10,685,Premier King,105,,,,Best Available Rate
762,3/9/2016,3/9/2016,1,58,Double ,104,,,,Best Available Rate
763,3/9/2016,3/9/2016,1,61,Double ,108,tampa,,33617,Booking.com
816,7/9/2016,7/9/2016,2,118,King,207,Panama City Beach,FL,,Best Available Rate
767,3/9/2016,3/9/2016,1,44,King,205,Bellevue,,98004,Expedia
768,3/9/2016,3/9/2016,1,64,King,202,Tampa,,,Booking.com
769,3/9/2016,3/9/2016,1,58,Double ,109,,,,Best Available Rate
770,4/9/2016,4/9/2016,1,44,King,103,Bellevue,,98004,Expedia
772,4/9/2016,5/9/2016,1,44,Double ,209,Tampa,FL,33611,Expedia
773,4/9/2016,9/9/2016,1,81,Double ,104,Atlanta,,,Booking.com
966,19/09/2016,19/09/2016,1,77,Upscale Jacuzzi King,111,Bellevue,,98004,Best Available Rate
776,4/9/2016,4/9/2016,6,295.5,King,107,Bellevue,,98004,Expedia
4316,20/05/2017,20/05/2017,1,78,Premier King,105,Bellevue,,98004,Best Available Rate
785,4/9/2016,4/9/2016,0,76,Double ,109,Bellevue,,98004,Best Available Rate
879,11/9/2016,12/9/2016,1,0,King,205,Charlotte,NC,28205,Best Available Rate
782,4/9/2016,10/9/2016,1,94,Upscale Jacuzzi King,111,,,,Best Available Rate
783,4/9/2016,5/9/2016,1,183,King,205,Gainesville,FL,32607,Booking.com
784,4/9/2016,4/9/2016,1,70,Upscale Jacuzzi King,111,,,,Best Available Rate
786,5/9/2016,5/9/2016,1,61,Double ,208,Abudhabi,,52153,Booking.com
787,5/9/2016,5/9/2016,1,41,King,103,Bellevue,,98004,Expedia
792,5/9/2016,5/9/2016,1,51,Premier King,105,Bellevue,,98004,Expedia
793,5/9/2016,5/9/2016,1,51,King,207,Bellevue,,98004,Expedia
795,5/9/2016,23/02/2017,3,336,Double ,206,Greenwood,,64034,Booking.com
803,6/9/2016,8/11/2016,5,435,King,201,Sacramento,CA,95691,Expedia
804,6/9/2016,17/02/2017,2,362,Double ,101,Halifax,,B3K 4T9,Booking.com
806,6/9/2016,7/10/2016,2,166,Double ,108,Tampa,Fl,33625,Best Available Rate
808,6/9/2016,6/9/2016,1,42,King,204,Lakeland,FL,33813,Expedia
809,6/9/2016,6/9/2016,1,37,Double ,206,Huntsville,AL,35801,Expedia
810,6/9/2016,7/9/2016,2,74,Double ,101,Bellevue,,98004,Expedia
811,6/9/2016,6/9/2016,1,57,Double ,208,Barquisimeto,,,Booking.com
812,6/9/2016,6/9/2016,1,42,King,103,Bellevue,,98004,Expedia
814,6/9/2016,8/9/2016,1,57,King,202,Charlott,,28223,Booking.com
815,6/9/2016,6/9/2016,1,54,Double ,108,Windermere,FL,34796,Best Available Rate
817,7/9/2016,7/9/2016,2,84,King,103,Bellevue,,98004,Expedia
818,7/9/2016,7/9/2016,1,62,Upscale King,112,Atlanta,,30036,Booking.com
1478,29/10/2016,29/10/2016,1,0,Double ,104,Coral Springs,Fl,33071,Best Available Rate
821,7/9/2016,8/1/2017,2,218,King,202,Winston Salem,NC,27103,Best Available Rate
822,7/9/2016,7/9/2016,1,37,King,205,Bellevue,,98004,Expedia
824,7/9/2016,7/9/2016,1,57,Double ,104,Crest view,,,Booking.com
825,7/9/2016,7/9/2016,1,37,Double ,210,Bellevue,,98004,Expedia
826,7/9/2016,7/9/2016,1,37,Double ,108,Bellevue,,98004,Expedia
827,7/9/2016,16/09/2016,1,65.25,King,205,Bellevue,,98004,Expedia
828,7/9/2016,7/9/2016,1,54,Double ,109,,,,Best Available Rate
829,7/9/2016,7/9/2016,1,54,Double ,206,Newport Richey,Fl,45632,Best Available Rate
925,16/09/2016,16/09/2016,1,94,Sweetheart King,102,,,,Best Available Rate
831,7/9/2016,9/9/2016,1,87,Double ,101,North port,,34288,Booking.com
859,9/9/2016,9/9/2016,1,59,King,207,Holiday,Fl,34691,Best Available Rate
2263,6/1/2017,7/1/2017,1,0,Double ,108,capital federal,,1414,Comped Rate
838,8/9/2016,7/9/2016,2,118,King,212,Miami,FL,33133,Best Available Rate
850,8/9/2016,9/9/2016,2,168,Double ,109,St.Petersburg,,,Best Available Rate
841,8/9/2016,3/3/2017,3,357,Double ,109,Hendersonville,,28792,Booking.com
855,9/9/2016,9/9/2016,1,62,King,205,Bellevue,,98004,Best Available Rate
843,8/9/2016,8/9/2016,1,52,King,205,Bellevue,,98004,Expedia
845,8/9/2016,8/9/2016,1,67,Double ,106,Jacksonville,,,Booking.com
847,8/9/2016,8/9/2016,1,64,Double ,109,Irvington,NJ,7111,Best Available Rate
851,8/9/2016,11/11/2016,1,91.5,King,107,Bellevue,,98004,Expedia
852,8/9/2016,13/11/2016,1,84,King,202,Bellevue,,98004,Expedia
4864,14/07/2017,14/07/2017,1,88,Upscale Jacuzzi King,111,Tampa,FL,33605,Best Available Rate
934,17/09/2016,17/09/2016,2,144,Premier King,110,East Ampton,NJ,8060,Best Available Rate
856,9/9/2016,9/9/2016,1,99,Upscale Jacuzzi King,111,Shalimar,FL,32579,Best Available Rate
858,9/9/2016,16/09/2016,3,191.25,Double ,208,Bellevue,,98004,Expedia
861,10/9/2016,17/09/2016,7,345,Double ,209,,,,Best Available Rate
862,10/9/2016,10/9/2016,1,77,Double ,206,København NV,,2400,Booking.com
864,10/9/2016,11/9/2016,5,288.75,Double ,106,Bellevue,,98004,Expedia
865,10/9/2016,11/9/2016,5,288.75,Double ,109,Bellevue,,98004,Expedia
866,10/9/2016,14/09/2016,1,94,Upscale Jacuzzi King,111,,,,Best Available Rate
867,10/9/2016,17/10/2016,2,176.02,King,201,Carlisle,,17013,Booking.com
870,11/9/2016,30/09/2016,3,314,Double ,108,Chicago,IL,60640,Best Available Rate
871,11/9/2016,17/02/2017,2,356,Upscale King,112,Dartmouth,NS,B3A 1C8,Best Available Rate
872,11/9/2016,15/09/2016,2,126,King,202,Bellevue,,98004,Expedia
875,11/9/2016,7/10/2016,3,247.5,Premier King,110,Bellevue,,98004,Expedia
877,11/9/2016,11/9/2016,1,74,Double ,208,,,,Best Available Rate
878,11/9/2016,11/9/2016,1,74,Double ,108,,,,Best Available Rate
880,11/9/2016,11/11/2016,2,224,Double ,104,Springfield,VT,5156,Best Available Rate
881,11/9/2016,11/9/2016,1,78,King,107,,,,Best Available Rate
884,12/9/2016,24/09/2016,1,121,Double ,208,Palm City,,34990,Booking.com
885,12/9/2016,26/10/2016,2,182,Double ,109,Orlando,,32808,Booking.com
886,12/9/2016,12/9/2016,1,51,King,103,Bellevue,,98004,Expedia
887,12/9/2016,12/9/2016,4,276,King,107,Seaforth,ON,N0K 1W0,Best Available Rate
888,12/9/2016,12/9/2016,1,64,Double ,206,San Mateo,CA,94403,Best Available Rate
998,22/09/2016,22/09/2016,1,37,Double ,101,,,,Best Available Rate
890,13/09/2016,16/09/2016,1,69,King,207,Bellevue,,98004,Expedia
891,13/09/2016,13/09/2016,1,60.75,King,103,Bellevue,,98004,Expedia
892,13/09/2016,18/09/2016,2,129,King,107,Bellevue,,98004,Expedia
4590,18/06/2017,22/07/2017,7,395,King,207,St. Petersburg,FL,33701,Best Available Rate
896,13/09/2016,25/10/2016,25,1044.25,King,207,,,,Best Available Rate
897,13/09/2016,13/09/2016,1,77,Double ,101,Gelnhausen,,63571,Booking.com
2611,30/01/2017,19/03/2017,1,149,Sweetheart King,102,Key West,FL,33040,Best Available Rate
899,13/09/2016,20/09/2016,1,94,Sweetheart King,102,Cape Coral,FL,33804,Best Available Rate
900,13/09/2016,20/09/2016,1,64.5,King,201,Tampa,FL,33614,Expedia
902,14/09/2016,16/09/2016,1,261, , ,Fort Lauderdale,,33315,Booking.com
906,14/09/2016,14/09/2016,1,60.75,King,103,Bellevue,,98004,Expedia
908,14/09/2016,14/09/2016,1,72,King,205,,,,Best Available Rate
909,14/09/2016,14/09/2016,1,72,Upscale King,112,,,,Best Available Rate
911,14/09/2016,14/09/2016,1,72,King,201,,,,Best Available Rate
913,15/09/2016,8/10/2016,1,108,Double ,210,Ocklawaha,FL,32179,Best Available Rate
914,15/09/2016,16/09/2016,1,89,Upscale King,112,Boca Raton,FL,33431,Best Available Rate
915,15/09/2016,15/09/2016,1,66,King,103,Bellevue,,98004,Expedia
917,15/09/2016,15/09/2016,1,74,Double ,104,,,,Best Available Rate
918,15/09/2016,2/10/2016,3,204.6,Double ,104,Baltimore,Md,21215,Best Available Rate
919,15/09/2016,15/09/2016,1,74,Double ,101,Katy,,,Booking.com
920,16/09/2016,5/10/2016,2,196,Sweetheart King,102,Київ,,1133,Booking.com
921,16/09/2016,6/1/2017,2,238.5,King,204,Bellevue,,98004,Expedia
1744,28/11/2016,8/12/2016,1,0,Double ,106,Panama City,Fl,32405,Best Available Rate
926,16/09/2016,16/09/2016,1,69.75,King,103,Bellevue,,98004,Expedia
927,16/09/2016,17/09/2016,1,74,Double ,101,Summerfield,FL,34491,Best Available Rate
928,16/09/2016,17/09/2016,1,74,Double ,104,Tampa,Fl,33647,Best Available Rate
929,16/09/2016,17/09/2016,1,66,King,201,Bellevue,,98004,Expedia
930,16/09/2016,16/09/2016,1,74,King,107,,,,Best Available Rate
932,16/09/2016,18/09/2016,5,335,Double ,104,,,,Best Available Rate
935,17/09/2016,17/09/2016,1,53,King,103,Bellevue,,98004,Expedia
950,18/09/2016,18/09/2016,1,77,Upscale Jacuzzi King,111,Bellevue,,98004,Best Available Rate
937,17/09/2016,19/09/2016,1,49,Double ,210,Northfield,IL,60093,Expedia
938,17/09/2016,17/09/2016,1,73,King,107,oakland,,,Booking.com
939,17/09/2016,30/09/2016,2,226,Double ,206,Huntsville,,35802,Booking.com
940,17/09/2016,17/09/2016,1,53,King,212,Bellevue,,98004,Expedia
941,17/09/2016,17/09/2016,1,61.2,King,205,,,,Best Available Rate
944,18/09/2016,3/10/2016,2,186,King,107,Fort Lauderdale,,,Booking.com
949,18/09/2016,22/09/2016,2,200,Sweetheart King,102,Valrico,FL,33596,Best Available Rate
951,18/09/2016,18/09/2016,1,53,King,103,Bellevue,,98004,Expedia
953,18/09/2016,19/09/2016,1,53,King,205,Lake Worth,FL,33460,Expedia
954,18/09/2016,29/10/2016,1,84.75,Double ,109,Bellevue,,98004,Expedia
955,18/09/2016,24/02/2017,2,234,Double ,208,Saint Petersburg,,,Booking.com
956,18/09/2016,22/09/2016,2,138.75,Premier King,110,Bellevue,,98004,Expedia
957,18/09/2016,14/02/2017,1,81,Double ,108,Bellevue,,98004,Expedia
958,19/09/2016,3/10/2016,3,294,Premier King,105,Kyiv,,2154,Booking.com
960,19/09/2016,26/09/2016,2,132,King,201,Winchester,MA,1890,Expedia
961,19/09/2016,19/09/2016,1,53,King,103,Bellevue,,98004,Expedia
962,19/09/2016,19/09/2016,1,49,Double ,109,Bellevue,,98004,Expedia
974,20/09/2016,20/09/2016,1,64,Double ,206,Wesley Chapel,FL,33545,Best Available Rate
964,19/09/2016,19/09/2016,1,49,Double ,208,Tampa,FL,33618,Expedia
967,19/09/2016,24/09/2016,1,115,Sweetheart King,102,,,,Best Available Rate
968,19/09/2016,21/09/2016,1,73,King,107,Gainesville,,32608,Booking.com
969,19/09/2016,19/09/2016,1,73,Upscale King,112,Brooklyn,,11220,Best Available Rate
970,19/09/2016,19/09/2016,1,49,Double ,106,Tampa,FL,33621,Expedia
971,19/09/2016,20/09/2016,2,144,Upscale King,112,WINDERMERE,FL,34786,Best Available Rate
972,20/09/2016,20/09/2016,2,114,King,103,Bellevue,,98004,Expedia
975,20/09/2016,12/10/2016,1,123,Double ,109,Cleveland,,44022,Booking.com
976,20/09/2016,5/10/2016,1,84.6,King,212,Gilbert,,85298,Booking.com
977,21/09/2016,9/11/2016,1,117,Upscale King,112,Ft. Myers,Florida,33919,Best Available Rate
9779,3/8/2018,4/8/2018,1,98,Upscale Jacuzzi King,111,Syracuse,Indiana,46567,Best Available Rate
981,21/09/2016,21/09/2016,1,69,Double ,210,Bonn,,53115,Booking.com
982,21/09/2016,24/09/2016,1,109,Premier King,105,Lake Mary,,32746,Booking.com
984,21/09/2016,29/09/2016,5,516,Sweetheart King,102,Dallas,TX,75204,Best Available Rate
985,21/09/2016,21/09/2016,1,69,Double ,108,Thornhill,,,Booking.com
986,21/09/2016,21/09/2016,1,49,King,207,Bellevue,,98004,Expedia
13988,10/4/2019,10/4/2019,1,88,Premier King,105,Mt. Dora,Fl,32757,Best Available Rate
1145,3/10/2016,6/10/2016,1,47,Upscale King,112,Fort Myers,FL,33907,Best Available Rate
989,21/09/2016,30/09/2016,1,62.25,King,103,Bellevue,,98004,Expedia
990,21/09/2016,21/09/2016,1,89,Premier King,110,San Francisco,,94110,Booking.com
2021,23/12/2016,27/12/2016,3,222,King,201,Brooklyn,NY,11225,Best Available Rate
996,22/09/2016,22/09/2016,2,158,Premier King,105,,,,Best Available Rate
997,22/09/2016,22/09/2016,1,59,King,103,Bellevue,,98004,Expedia
999,22/09/2016,22/09/2016,2,158,King,107,,,,Best Available Rate
1001,22/09/2016,12/11/2016,2,221,Double ,209,Fort Lauderdale,,33308,Booking.com
1003,22/09/2016,7/10/2016,3,342,Upscale Jacuzzi King,111,,,,Best Available Rate
1158,4/10/2016,6/10/2016,1,88,Premier King,110,Lantana,FL,33462,Best Available Rate
1005,22/09/2016,26/09/2016,2,156,King,202,,,,Best Available Rate
1006,22/09/2016,22/09/2016,1,89,Upscale Jacuzzi King,111,,,,Best Available Rate
1007,22/09/2016,24/09/2016,1,98,Premier King,110,Panama City Beach,FL,32408,Best Available Rate
1010,23/09/2016,27/09/2016,4,249,Upscale King,112,Bellevue,,98004,Expedia
1011,23/09/2016,23/09/2016,1,66.75,King,202,Bellevue,,98004,Expedia
1013,23/09/2016,23/09/2016,1,66.75,King,103,Bellevue,,98004,Expedia
1014,23/09/2016,26/09/2016,1,94,Sweetheart King,102,Tampa,FL,33610,Best Available Rate
1015,23/09/2016,4/10/2016,2,178,Double ,209,Zouk Mosbeh,,0,Booking.com
2846,15/02/2017,21/02/2017,1,133.2,Sweetheart King,102,Cape Canaveral,FL,32920,Best Available Rate
1019,23/09/2016,18/11/2016,3,256.5,King,201,Bellevue,,98004,Expedia
1021,23/09/2016,23/09/2016,1,84,Double ,109,Jacksonville,Fl,32204,Best Available Rate
1022,23/09/2016,23/09/2016,1,84,Double ,108,,,,Best Available Rate
1023,23/09/2016,23/09/2016,1,84,King,201,,,,Best Available Rate
1024,23/09/2016,26/09/2016,1,62.25,Premier King,110,Cape Coral,FL,33991,Expedia
1026,23/09/2016,24/09/2016,1,85.14,Rubideaux Condo,Rub #4,,,,Best Available Rate
1027,23/09/2016,30/09/2016,2,186,Double ,208,,,,Best Available Rate
1028,24/09/2016,25/09/2016,2,124.5,Double ,104,Bellevue,,98004,Expedia
1030,24/09/2016,2/10/2016,2,133.5,Double ,209,Bellevue,,98004,Expedia
1031,24/09/2016,24/09/2016,2,156,Double ,210,,,,Best Available Rate
1032,24/09/2016,24/09/2016,1,79,King,201,,,,Best Available Rate
1033,24/09/2016,24/09/2016,1,77.25,King,202,Bellevue,,98004,Expedia
1058,26/09/2016,26/09/2016,1,74,King,103,,,,Best Available Rate
1036,24/09/2016,24/09/2016,1,88.2,Double ,109,,,,Best Available Rate
1037,24/09/2016,24/09/2016,1,98,King,212,,,,Best Available Rate
1039,24/09/2016,27/09/2016,5,326.25,Double ,209,Bellevue,,98004,Expedia
1442,25/10/2016,27/10/2016,1,0,Double ,108,Winter Park,FL,32789,Best Available Rate
1044,25/09/2016,25/09/2016,1,83,King,201,Tampa,,33605,Booking.com
1049,25/09/2016,29/09/2016,1,83,King,103,Saint Petersburg,,33702,Booking.com
1156,4/10/2016,6/10/2016,7,345,King,212,Lutz,FL,33549,Best Available Rate
1052,25/09/2016,25/09/2016,1,78,King,107,,,,Best Available Rate
10041,7/9/2018,2/10/2018,3,274,Double ,109,,,,Best Available Rate
5791,24/09/2017,29/09/2017,1,70.2,Sweetheart King,102,,,,Best Available Rate
1148,3/10/2016,18/10/2016,4,252.5,Rubideaux Condo,Rub #4,,,,Best Available Rate
1396,21/10/2016,26/10/2016,30,1195,King,204,,,,Best Available Rate
1061,26/09/2016,26/09/2016,1,84,Upscale King,112,Tampa,33619,33619,Best Available Rate
1506,1/11/2016,1/11/2016,5,483,Double ,109,Punta Gorda,FL,33950,Best Available Rate
1063,26/09/2016,4/12/2016,1,124,Upscale Jacuzzi King,111,Wilbur by the Sea,FL,32127,Best Available Rate
1066,26/09/2016,26/09/2016,1,74,Double ,109,,,,Best Available Rate
1068,26/09/2016,30/10/2016,1,88,Double ,206,Sequim,WA,98382,Best Available Rate
1070,26/09/2016,29/10/2016,1,77.25,Double ,106,Bellevue,,98004,Expedia
1071,26/09/2016,29/10/2016,1,77.25,Double ,108,Bellevue,,98004,Expedia
1072,27/09/2016,28/09/2016,2,121.25,King,201,Bellevue,,98004,Expedia
